,Unnamed: 0,No,year,month,day,hour,season,AQI,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
2486,46310,46311,2015,4,14,14,1,69,53,74,40,49,-5,12,1005,26,cv,3.13,0,0
2487,46311,46312,2015,4,14,15,1,64,49,58,56,45,-2,15,1004,26,SE,4.02,0,0
2488,46312,46313,2015,4,14,16,1,72,49,52,65,53,-2,15,1003,26,SE,11.17,0,0
2489,46313,46314,2015,4,14,17,1,84,55,54,66,50,1,20,1003,25,SE,16.98,0,0
2490,46314,46315,2015,4,14,18,1,93,58,53,67,52,2,25,1002,23,SE,21.9,0,0
2491,46315,46316,2015,4,14,19,1,89,46,49,48,50,1,24,1003,22,SE,26.82,0,0
2492,46316,46317,2015,4,14,20,1,86,51,53,58,78,0,27,1003,19,SE,29.95,0,0
2493,46317,46318,2015,4,14,21,1,83,53,50,54,63,1,31,1003,18,SE,30.84,0,0
2494,46318,46319,2015,4,14,22,1,80,58,53,58,62,4,44,1003,16,cv,0.89,0,0
2495,46319,46320,2015,4,14,23,1,86,61,61,62,58,4,47,1002,15,cv,1.78,0,0
2496,46320,46321,2015,4,15,0,1,78,66,76,70,62,3,47,1002,14,SE,1.79,0,0
2497,46321,46322,2015,4,15,1,1,80,70,100,67,72,5,58,1002,13,cv,0.89,0,0
2498,46322,46323,2015,4,15,2,1,78,72,102,76,92,3,57,1001,11,NE,0.89,0,0
2499,46323,46324,2015,4,15,3,1,80,76,106,71,96,3,57,1001,11,cv,0.89,0,0
2500,46324,46325,2015,4,15,4,1,81,88,122,84,99,5,71,1000,10,cv,1.78,0,0
2501,46325,46326,2015,4,15,5,1,79,89,125,95,102,4,75,1000,8,cv,2.23,0,0
2502,46326,46327,2015,4,15,6,1,85,92,128,100,102,5,81,1000,8,cv,3.12,0,0
2503,46327,46328,2015,4,15,7,1,93,101,135,117,127,7,76,1000,11,NE,0.89,0,0
2504,46328,46329,2015,4,15,8,1,102,119,146,125,144,6,58,1000,14,cv,0.89,0,0
2505,46329,46330,2015,4,15,9,1,108,120,160,148,128,7,51,1000,17,cv,1.78,0,0
2506,46330,46331,2015,4,15,10,1,116,134,164,245,143,6,42,1000,19,cv,2.67,0,0
2511,46335,46336,2015,4,15,15,1,86,140,147,84,135,7,35,995,23,SE,1.79,0,0
2512,46336,46337,2015,4,15,16,1,70,139,149,142,139,7,33,994,24,cv,1.79,0,0
2513,46337,46338,2015,4,15,17,1,64,139,151,138,165,9,40,994,23,SE,3.13,0,0
2514,46338,46339,2015,4,15,18,1,62,284,390,277,328,3,25,997,24,NW,8.94,0,0
2515,46339,46340,2015,4,15,19,1,57,126,143,111,722,1,26,1000,21,NW,22.8,0,0
2516,46340,46341,2015,4,15,20,1,59,75,100,78,161,0,27,1003,19,NW,35.76,0,0
2518,46342,46343,2015,4,15,22,1,59,84,121,78,130,-4,22,1005,18,NW,57.66,0,0
2519,46343,46344,2015,4,15,23,1,59,81,121,78,128,-6,20,1006,17,NW,69.73,0,0
2520,46344,46345,2015,4,16,0,1,85,77,127,78,128,-12,12,1007,17,NW,78.67,0,0
2528,46352,46353,2015,4,16,8,1,112,13,15,7,32,-11,15,1014,15,NW,154.22,0,0
2529,46353,46354,2015,4,16,9,1,110,10,17,7,28,-11,14,1014,16,NW,162.27,0,0
2531,46355,46356,2015,4,16,11,1,84,10,8,6,7,-11,12,1014,18,NW,185.52,0,0
2532,46356,46357,2015,4,16,12,1,83,12,19,15,7,-12,11,1013,19,NW,193.57,0,0
2533,46357,46358,2015,4,16,13,1,90,7,6,3,8,-9,13,1012,20,NW,198.49,0,0
2534,46358,46359,2015,4,16,14,1,91,10,11,225,3,-11,11,1011,20,NW,204.3,0,0
2554,46378,46379,2015,4,17,10,1,109,70,108,81,76,1,31,1010,18,cv,5.79,0,0
2555,46379,46380,2015,4,17,11,1,85,82,110,78,77,2,32,1010,19,SE,1.79,0,0
2556,46380,46381,2015,4,17,12,1,88,76,98,72,67,-1,21,1008,22,SE,5.81,0,0
2557,46381,46382,2015,4,17,13,1,99,81,80,74,71,-1,20,1008,23,SE,10.73,0,0
2558,46382,46383,2015,4,17,14,1,109,76,78,69,63,0,19,1007,25,SE,15.65,0,0
2559,46383,46384,2015,4,17,15,1,120,70,79,72,62,-1,16,1006,26,SE,20.57,0,0
2560,46384,46385,2015,4,17,16,1,124,79,79,60,86,-3,14,1006,26,SE,26.38,0,0
2561,46385,46386,2015,4,17,17,1,127,77,78,64,108,-2,16,1006,25,SE,32.19,0,0
2562,46386,46387,2015,4,17,18,1,122,84,77,72,105,2,25,1006,23,SE,37.11,0,0
2563,46387,46388,2015,4,17,19,1,116,111,119,106,130,2,28,1007,21,SE,40.24,0,0
2564,46388,46389,2015,4,17,20,1,111,119,137,120,139,3,30,1008,21,SE,42.03,0,0
2565,46389,46390,2015,4,17,21,1,117,460,141,112,139,4,39,1009,18,cv,0.89,0,0
2566,46390,46391,2015,4,17,22,1,119,196,148,146,108,6,48,1009,17,SE,0.89,0,0
2567,46391,46392,2015,4,17,23,1,122,110,166,253,130,5,47,1010,16,cv,0.89,0,0
2568,46392,46393,2015,4,18,0,1,125,118,154,121,129,5,47,1010,16,cv,1.78,0,0
2569,46393,46394,2015,4,18,1,1,122,116,149,122,121,5,47,1010,16,SE,1.79,0,0
2570,46394,46395,2015,4,18,2,1,125,134,135,120,119,5,47,1010,16,SE,3.58,0,0
2571,46395,46396,2015,4,18,3,1,141,130,131,116,118,6,54,1010,15,cv,0.89,0,0
2572,46396,46397,2015,4,18,4,1,167,121,146,115,122,6,58,1010,14,NE,0.89,0,0
2573,46397,46398,2015,4,18,5,1,179,126,149,116,126,6,58,1010,14,SE,0.89,0,0
2574,46398,46399,2015,4,18,6,1,191,132,161,139,144,6,58,1010,14,cv,0.89,0,0
2575,46399,46400,2015,4,18,7,1,202,141,171,148,153,7,58,1011,15,cv,1.78,0,0
2576,46400,46401,2015,4,18,8,1,186,159,188,153,164,8,62,1011,15,SE,1.79,0,0
2577,46401,46402,2015,4,18,9,1,156,168,182,160,161,7,55,1011,16,NE,1.79,0,0
2578,46402,46403,2015,4,18,10,1,131,178,196,171,171,8,51,1012,18,cv,0.89,0,0
2579,46403,46404,2015,4,18,11,1,131,176,192,181,175,10,52,1011,20,SE,1.79,0,0
2580,46404,46405,2015,4,18,12,1,160,167,187,165,161,10,49,1011,21,NE,1.79,0,0
2581,46405,46406,2015,4,18,13,1,162,173,183,168,152,10,49,1011,21,cv,0.89,0,0
2582,46406,46407,2015,4,18,14,1,154,179,190,172,173,11,49,1010,22,SE,1.79,0,0
2583,46407,46408,2015,4,18,15,1,141,187,199,175,196,11,52,1010,21,SE,3.58,0,0
2584,46408,46409,2015,4,18,16,1,125,190,191,175,180,10,49,1009,21,SE,5.37,0,0
2585,46409,46410,2015,4,18,17,1,109,175,179,158,162,10,49,1009,21,SE,8.5,0,0
2586,46410,46411,2015,4,18,18,1,93,174,183,162,172,10,52,1010,20,SE,9.39,0,0
2589,46413,46414,2015,4,18,21,1,93,75,52,70,61,7,45,1012,19,cv,1.79,0,0
2590,46414,46415,2015,4,18,22,1,103,131,108,113,122,7,48,1012,18,SE,1.79,0,0
2591,46415,46416,2015,4,18,23,1,108,121,114,104,109,8,51,1012,18,SE,5.81,0,0
2592,46416,46417,2015,4,19,0,1,110,114,102,99,109,11,67,1012,17,SE,8.94,0,0
2593,46417,46418,2015,4,19,1,1,120,114,96,104,103,11,76,1012,15,SE,10.73,0,0
2594,46418,46419,2015,4,19,2,1,136,100,103,91,106,11,76,1013,15,NW,1.79,0,0
2596,46420,46421,2015,4,19,4,1,157,50,59,71,45,10,81,1012,13,NW,5.37,0,0
2597,46421,46422,2015,4,19,5,1,154,49,68,72,57,9,76,1013,13,NW,7.16,0,0
2598,46422,46423,2015,4,19,6,1,157,55,57,81,44,8,76,1014,12,NW,10.29,0,0
2599,46423,46424,2015,4,19,7,1,153,41,46,94,30,4,47,1014,15,NW,13.42,0,0
2600,46424,46425,2015,4,19,8,1,157,82,37,88,28,-2,27,1015,17,NE,5.81,0,0
2601,46425,46426,2015,4,19,9,1,150,66,28,70,48,-4,22,1016,18,NE,10.73,0,0
2602,46426,46427,2015,4,19,10,1,128,63,39,28,42,-5,19,1016,19,NW,5.81,0,0
2603,46427,46428,2015,4,19,11,1,115,55,46,24,27,-9,14,1016,19,NW,12.96,0,0
2604,46428,46429,2015,4,19,12,1,109,50,28,10,28,-9,13,1015,20,NE,5.81,0,0
2605,46429,46430,2015,4,19,13,1,99,47,30,39,35,-8,14,1015,20,NE,10.73,0,0
2606,46430,46431,2015,4,19,14,1,86,46,56,25,35,-12,9,1014,21,NE,14.75,0,0
2607,46431,46432,2015,4,19,15,1,74,42,60,18,38,-11,10,1013,22,NW,1.79,0,0
2608,46432,46433,2015,4,19,16,1,60,40,31,22,35,-9,11,1013,22,cv,0.89,0,0
2609,46433,46434,2015,4,19,17,1,61,80,24,35,61,-9,11,1013,22,cv,2.68,0,0
2610,46434,46435,2015,4,19,18,1,63,107,104,94,96,-12,9,1013,21,SE,1.79,0,0
2611,46435,46436,2015,4,19,19,1,53,93,91,106,87,7,48,1014,18,SE,7.6,0,0
2612,46436,46437,2015,4,19,20,1,43,90,81,96,87,7,55,1015,16,SE,11.62,0,0
2613,46437,46438,2015,4,19,21,1,53,86,79,87,79,7,62,1016,14,SE,14.75,0,0
2614,46438,46439,2015,4,19,22,1,49,85,81,81,77,7,66,1016,13,SE,17.88,0,0
2615,46439,46440,2015,4,19,23,1,53,84,94,75,87,6,66,1016,12,SE,19.67,0,0
2616,46440,46441,2015,4,20,0,1,59,88,83,79,87,7,76,1017,11,cv,0.89,0,0
2617,46441,46442,2015,4,20,1,1,59,83,91,87,92,7,87,1017,9,SE,0.89,0,0
2618,46442,46443,2015,4,20,2,1,60,84,91,79,88,7,93,1016,8,NE,0.89,0,0
2619,46443,46444,2015,4,20,3,1,63,83,100,87,90,6,87,1016,8,SE,0.89,0,0
2620,46444,46445,2015,4,20,4,1,57,80,105,81,97,6,87,1016,8,cv,0.45,0,0
2621,46445,46446,2015,4,20,5,1,59,89,110,88,96,6,93,1016,7,cv,1.34,0,0
2622,46446,46447,2015,4,20,6,1,64,99,124,87,109,6,93,1016,7,NW,0.89,0,0
2623,46447,46448,2015,4,20,7,1,67,98,118,102,95,8,87,1017,10,NE,0.89,0,0
2624,46448,46449,2015,4,20,8,1,67,87,98,103,71,5,54,1017,14,cv,0.89,0,0
2625,46449,46450,2015,4,20,9,1,75,52,79,70,52,1,33,1017,17,cv,1.78,0,0
2626,46450,46451,2015,4,20,10,1,80,37,6,40,30,-2,24,1017,19,NW,1.79,0,0
2627,46451,46452,2015,4,20,11,1,77,40,27,38,26,-10,12,1016,20,cv,3.13,0,0
2628,46452,46453,2015,4,20,12,1,80,45,36,36,41,-5,15,1015,22,cv,7.15,0,0
2629,46453,46454,2015,4,20,13,1,99,30,39,28,26,-6,14,1013,22,SE,4.02,0,0
2630,46454,46455,2015,4,20,14,1,117,36,37,51,44,-8,12,1013,22,SE,8.94,0,0
2631,46455,46456,2015,4,20,15,1,126,40,40,38,42,-7,12,1011,23,SE,16.09,0,0
2632,46456,46457,2015,4,20,16,1,131,58,54,59,61,-5,15,1011,23,SE,24.14,0,0
2633,46457,46458,2015,4,20,17,1,132,65,67,66,57,-1,21,1010,22,SE,32.19,0,0
2751,46575,46576,2015,4,25,15,1,36,39,62,40,57,-2,11,1011,32,SE,13.86,0,0
2752,46576,46577,2015,4,25,16,1,35,36,73,31,54,1,13,1010,32,SE,21.01,0,0
2753,46577,46578,2015,4,25,17,1,50,49,66,50,58,0,13,1010,31,SE,26.82,0,0
2754,46578,46579,2015,4,25,18,1,49,61,71,57,72,3,17,1010,30,SE,32.63,0,0
2755,46579,46580,2015,4,25,19,1,54,82,92,76,91,4,20,1010,29,SE,38.44,0,0
2756,46580,46581,2015,4,25,20,1,62,94,115,106,132,7,26,1010,28,SE,44.25,0,0
2757,46581,46582,2015,4,25,21,1,68,99,114,95,119,10,34,1011,27,SE,50.06,0,0
2758,46582,46583,2015,4,25,22,1,73,91,106,87,96,10,36,1011,26,SE,55.87,0,0
2759,46583,46584,2015,4,25,23,1,67,89,99,91,105,10,36,1011,26,SE,60.79,0,0
2760,46584,46585,2015,4,26,0,1,80,86,110,92,103,12,46,1011,24,SE,64.81,0,0
2761,46585,46586,2015,4,26,1,1,97,100,108,97,99,12,49,1010,23,SE,69.73,0,0
2762,46586,46587,2015,4,26,2,1,96,107,114,101,111,12,59,1010,20,SE,71.52,0,0
2763,46587,46588,2015,4,26,3,1,82,109,126,105,107,12,72,1010,17,SE,72.41,0,0
2764,46588,46589,2015,4,26,4,1,77,118,132,113,121,11,82,1010,14,cv,0.89,0,0
2765,46589,46590,2015,4,26,5,1,71,120,141,117,118,11,87,1011,13,NE,0.89,0,0
2766,46590,46591,2015,4,26,6,1,73,119,136,117,117,12,87,1011,14,cv,0.45,0,0
2767,46591,46592,2015,4,26,7,1,71,115,186,125,125,14,77,1012,18,NE,0.89,0,0
2768,46592,46593,2015,4,26,8,1,72,131,183,144,134,13,64,1012,20,NE,1.78,0,0
2769,46593,46594,2015,4,26,9,1,73,142,178,158,139,14,56,1012,23,cv,0.89,0,0
2770,46594,46595,2015,4,26,10,1,75,169,196,166,150,14,50,1012,25,SE,1.79,0,0
2771,46595,46596,2015,4,26,11,1,80,158,183,162,136,14,44,1011,27,SE,4.92,0,0
2772,46596,46597,2015,4,26,12,1,85,142,165,146,125,12,34,1010,29,SE,8.05,0,0
2773,46597,46598,2015,4,26,13,1,103,122,144,125,149,12,33,1009,30,SE,12.97,0,0
2774,46598,46599,2015,4,26,14,1,96,110,125,105,112,13,33,1008,31,SE,17.89,0,0
2775,46599,46600,2015,4,26,15,1,98,102,113,84,106,11,29,1007,31,SE,23.7,0,0
2776,46600,46601,2015,4,26,16,1,92,86,93,85,88,8,23,1006,31,SE,30.85,0,0
2777,46601,46602,2015,4,26,17,1,99,78,92,83,98,9,27,1006,30,SE,38,0,0
2778,46602,46603,2015,4,26,18,1,100,75,95,73,80,11,32,1006,29,SE,43.81,0,0
2779,46603,46604,2015,4,26,19,1,86,69,86,72,84,11,34,1006,28,SE,48.73,0,0
2780,46604,46605,2015,4,26,20,1,67,53,74,58,128,12,39,1007,27,SE,53.65,0,0
2781,46605,46606,2015,4,26,21,1,66,49,66,47,69,10,36,1008,26,SE,59.46,0,0
2782,46606,46607,2015,4,26,22,1,58,47,60,47,66,10,38,1008,25,SE,64.38,0,0
2783,46607,46608,2015,4,26,23,1,55,49,60,49,55,10,43,1007,23,SE,69.3,0,0
2784,46608,46609,2015,4,27,0,1,54,48,63,55,61,11,49,1007,22,SE,73.32,0,0
2785,46609,46610,2015,4,27,1,1,61,59,72,59,64,12,56,1007,21,cv,0.89,0,0
2786,46610,46611,2015,4,27,2,1,48,69,77,67,71,12,56,1006,21,SE,3.13,0,0
2787,46611,46612,2015,4,27,3,1,45,73,85,70,80,12,63,1007,19,SE,4.92,0,0
2788,46612,46613,2015,4,27,4,1,43,79,97,75,79,12,63,1006,19,NE,1.79,0,0
2789,46613,46614,2015,4,27,5,1,42,81,109,80,88,12,67,1006,18,SE,1.79,0,0
2790,46614,46615,2015,4,27,6,1,41,87,110,87,94,12,67,1006,18,SE,3.58,0,0
2791,46615,46616,2015,4,27,7,1,47,90,151,101,98,12,63,1007,19,SE,5.37,0,0
2792,46616,46617,2015,4,27,8,1,53,101,145,107,114,12,56,1007,21,SE,7.16,0,0
2793,46617,46618,2015,4,27,9,1,53,114,160,118,120,13,56,1007,22,SE,8.95,0,0
2794,46618,46619,2015,4,27,10,1,49,130,151,123,124,13,50,1007,24,SE,10.74,0,0
2795,46619,46620,2015,4,27,11,1,54,125,141,118,127,14,50,1006,25,SE,15.66,0,0
2796,46620,46621,2015,4,27,12,1,39,125,142,119,132,15,50,1005,26,SE,19.68,0,0
2797,46621,46622,2015,4,27,13,1,38,116,132,113,118,14,44,1004,27,SE,21.47,0,0
2799,46623,46624,2015,4,27,15,1,40,112,136,142,115,15,47,1002,27,SE,28.18,0,0
2800,46624,46625,2015,4,27,16,1,41,97,113,98,107,14,44,1000,27,SE,33.1,0,0
2801,46625,46626,2015,4,27,17,1,51,105,119,104,109,13,39,1002,28,SE,37.12,0.9,0.9
2802,46626,46627,2015,4,27,18,1,52,44,89,57,52,15,60,1003,23,SE,40.25,0,0
2803,46627,46628,2015,4,27,19,1,56,57,59,46,58,16,73,1003,21,NE,3.13,0,0
2804,46628,46629,2015,4,27,20,1,93,86,109,78,96,14,72,1004,19,NW,3.13,0,0
2805,46629,46630,2015,4,27,21,1,93,56,96,50,47,13,72,1005,18,NE,1.79,0,0
2806,46630,46631,2015,4,27,22,1,88,49,89,47,55,14,77,1005,18,SE,0.89,0,0
2807,46631,46632,2015,4,27,23,1,89,57,103,52,55,14,82,1006,17,cv,0.89,0,0
2808,46632,46633,2015,4,28,0,1,91,55,89,48,40,12,72,1006,17,SE,1.79,0,0
2809,46633,46634,2015,4,28,1,1,92,30,53,27,30,11,67,1006,17,SE,4.92,0,0
2810,46634,46635,2015,4,28,2,1,92,29,57,32,26,11,67,1006,17,NE,1.79,0,0
2811,46635,46636,2015,4,28,3,1,95,34,59,30,35,12,72,1007,17,cv,0.89,0,0
2812,46636,46637,2015,4,28,4,1,94,30,70,27,37,12,77,1007,16,NW,3.13,0,0
2813,46637,46638,2015,4,28,5,1,100,37,71,36,47,13,82,1008,16,NW,4.92,0,0
2814,46638,46639,2015,4,28,6,1,101,39,75,38,48,13,77,1009,17,NW,6.71,0,0
2815,46639,46640,2015,4,28,7,1,82,43,84,41,46,14,82,1010,17,NW,8.5,0,0
2816,46640,46641,2015,4,28,8,1,74,39,76,45,44,14,72,1011,19,NW,11.63,0,0
2817,46641,46642,2015,4,28,9,1,75,41,58,51,42,13,60,1011,21,NW,14.76,0,0
2820,46644,46645,2015,4,28,12,1,92,41,70,41,48,11,46,1012,23,NW,25.04,0,0
2821,46645,46646,2015,4,28,13,1,90,49,66,44,43,11,46,1012,23,NW,28.17,0,0
2822,46646,46647,2015,4,28,14,1,88,55,63,42,46,12,46,1012,24,cv,0.89,0,0
2823,46647,46648,2015,4,28,15,1,92,55,240,44,48,11,39,1011,26,cv,1.78,0,0
2919,46743,46744,2015,5,2,15,1,32,38,48,44,45,12,46,1008,24,SE,10.28,0,0
2920,46744,46745,2015,5,2,16,1,32,38,65,51,49,13,50,1008,24,SE,13.41,0,0
2921,46745,46746,2015,5,2,17,1,33,48,65,49,52,13,50,1008,24,SE,16.54,0,0
2922,46746,46747,2015,5,2,18,1,36,42,59,58,49,13,53,1007,23,SE,21.46,0,0
2923,46747,46748,2015,5,2,19,1,39,46,62,46,44,14,60,1008,22,SE,26.38,0,0
2924,46748,46749,2015,5,2,20,1,43,49,66,52,52,14,64,1008,21,SE,30.4,0,0
2925,46749,46750,2015,5,2,21,1,54,51,68,53,57,14,68,1009,20,SE,33.53,0,0
2926,46750,46751,2015,5,2,22,1,51,57,58,52,52,14,72,1010,19,SE,35.32,0,0
2927,46751,46752,2015,5,2,23,1,59,63,69,55,61,14,82,1010,17,cv,0.89,0,0
2928,46752,46753,2015,5,3,0,1,71,83,113,73,112,14,82,1010,17,NE,0.89,0,0
2929,46753,46754,2015,5,3,1,1,86,120,139,116,127,14,87,1010,16,NE,1.78,0,0
2930,46754,46755,2015,5,3,2,1,93,137,153,131,133,14,87,1010,16,cv,0.89,0,0
2931,46755,46756,2015,5,3,3,1,72,133,157,132,138,14,93,1011,15,NW,0.89,0,0
2932,46756,46757,2015,5,3,4,1,85,105,175,96,93,13,100,1011,13,NW,4.02,0,0
2933,46757,46758,2015,5,3,5,1,88,83,171,79,87,5,51,1012,15,NW,8.94,0,0
2934,46758,46759,2015,5,3,6,1,92,65,144,72,86,-4,25,1013,16,NW,12.96,0,0
2935,46759,46760,2015,5,3,7,1,82,36,108,45,50,-5,19,1014,19,NW,21.01,0,0
2936,46760,46761,2015,5,3,8,1,74,25,57,32,46,-6,16,1014,20,NW,30.84,0,0
2965,46789,46790,2015,5,4,13,1,39,12,31,10,17,-7,12,1014,24,SE,8.94,0,0
2966,46790,46791,2015,5,4,14,1,45,11,22,16,11,-6,13,1013,24,SE,16.09,0,0
2967,46791,46792,2015,5,4,15,1,48,19,40,20,17,-5,14,1012,24,SE,23.24,0,0
2968,46792,46793,2015,5,4,16,1,50,28,41,24,30,-3,16,1011,24,SE,30.39,0,0
2969,46793,46794,2015,5,4,17,1,53,23,40,65,27,-2,18,1010,23,SE,39.33,0,0
2970,46794,46795,2015,5,4,18,1,56,33,44,34,36,-1,21,1009,22,SE,46.48,0,0
2971,46795,46796,2015,5,4,19,1,58,58,70,55,84,-1,21,1009,22,SE,53.63,0,0
2972,46796,46797,2015,5,4,20,1,69,71,72,66,60,2,28,1009,21,SE,59.44,0,0
2973,46797,46798,2015,5,4,21,1,74,57,66,52,78,4,34,1009,20,SE,64.36,0,0
2974,46798,46799,2015,5,4,22,1,63,57,64,49,49,3,32,1009,20,SE,71.51,0,0
2975,46799,46800,2015,5,4,23,1,51,46,60,45,48,3,34,1008,19,SE,77.32,0,0
2976,46800,46801,2015,5,5,0,1,47,43,54,45,42,4,39,1007,18,SE,81.34,0,0
2977,46801,46802,2015,5,5,1,1,36,48,56,43,42,4,44,1006,16,SE,84.47,0,0
2978,46802,46803,2015,5,5,2,1,33,54,58,44,47,4,44,1005,16,SE,87.6,0,0
2979,46803,46804,2015,5,5,3,1,34,55,67,50,50,5,54,1005,14,SE,89.39,0,0
2980,46804,46805,2015,5,5,4,1,32,55,67,53,56,5,58,1004,13,cv,0.89,0,0
2981,46805,46806,2015,5,5,5,1,32,57,73,51,63,5,62,1005,12,cv,1.78,0,0
2982,46806,46807,2015,5,5,6,1,33,69,92,68,77,6,66,1006,12,NE,3.13,0,0
2983,46807,46808,2015,5,5,7,1,40,79,101,68,68,7,58,1006,15,NW,3.13,0,0
2984,46808,46809,2015,5,5,8,1,36,73,97,65,68,7,48,1005,18,NW,4.92,0,0
2990,46814,46815,2015,5,5,14,1,48,53,85,45,65,2,19,1003,27,cv,3.58,0,0
2991,46815,46816,2015,5,5,15,1,62,36,74,31,24,1,17,1003,28,cv,4.47,0,0
2992,46816,46817,2015,5,5,16,1,66,27,44,21,19,1,16,1002,29,cv,6.26,0,0
2993,46817,46818,2015,5,5,17,1,68,27,32,15,14,-7,10,1003,27,NW,7.15,0,0
2994,46818,46819,2015,5,5,18,1,67,20,22,12,12,-7,10,1003,26,NW,12.96,0,0
2995,46819,46820,2015,5,5,19,1,73,20,27,13,17,-5,15,1004,22,NW,16.09,0,0
2996,46820,46821,2015,5,5,20,1,74,26,32,12,17,-6,16,1006,20,NE,1.79,0,0
2997,46821,46822,2015,5,5,21,1,76,20,35,13,16,-4,23,1007,17,NW,4.02,0,0
2998,46822,46823,2015,5,5,22,1,76,19,22,10,12,-6,18,1008,18,NW,5.81,0,0
2999,46823,46824,2015,5,5,23,1,75,15,36,16,27,-7,16,1009,19,NW,9.83,0,0
3000,46824,46825,2015,5,6,0,1,65,18,21,11,19,-7,17,1009,18,NW,14.75,0,0
3001,46825,46826,2015,5,6,1,1,57,20,28,8,38,-7,19,1010,16,NW,19.67,0,0
3002,46826,46827,2015,5,6,2,1,61,23,32,6,18,-8,18,1010,16,NW,24.59,0,0
3003,46827,46828,2015,5,6,3,1,59,18,37,13,28,-10,15,1011,16,NE,4.02,0,0
3004,46828,46829,2015,5,6,4,1,67,21,30,14,17,-11,15,1011,15,NE,8.94,0,0
3005,46829,46830,2015,5,6,5,1,68,21,25,12,23,-11,16,1012,14,NE,12.07,0,0
3006,46830,46831,2015,5,6,6,1,61,18,35,10,15,-8,20,1012,14,NE,15.2,0,0
3007,46831,46832,2015,5,6,7,1,57,15,29,9,10,-6,21,1012,16,NE,18.33,0,0
3008,46832,46833,2015,5,6,8,1,54,16,22,7,10,-8,16,1012,18,NW,4.02,0,0
3009,46833,46834,2015,5,6,9,1,55,13,17,10,8,-9,13,1012,20,NE,3.13,0,0
3010,46834,46835,2015,5,6,10,1,44,14,19,6,10,-8,14,1012,20,SE,3.13,0,0
3012,46836,46837,2015,5,6,12,1,90,23,31,54,14,-9,12,1012,21,cv,3.13,0,0
3013,46837,46838,2015,5,6,13,1,99,18,28,17,19,-8,12,1011,22,SE,3.13,0,0
3014,46838,46839,2015,5,6,14,1,93,17,25,12,14,-7,14,1011,21,SE,6.26,0,0
3015,46839,46840,2015,5,6,15,1,104,23,25,18,14,-7,13,1011,22,SE,11.18,0,0
3016,46840,46841,2015,5,6,16,1,115,35,74,27,32,-5,16,1011,21,SE,15.2,0,0
3017,46841,46842,2015,5,6,17,1,117,32,62,49,27,-4,19,1011,20,SE,21.01,0,0
3018,46842,46843,2015,5,6,18,1,118,34,62,54,27,-4,20,1010,19,SE,25.93,0,0
3019,46843,46844,2015,5,6,19,1,114,35,52,45,26,-7,17,1010,18,SE,29.95,0,0
3020,46844,46845,2015,5,6,20,1,106,31,58,45,50,-5,21,1011,17,SE,33.08,0,0
3021,46845,46846,2015,5,6,21,1,100,32,70,41,61,-4,23,1012,17,SE,36.21,0,0
3022,46846,46847,2015,5,6,22,1,109,45,77,43,54,-4,25,1012,16,SE,39.34,0,0
3023,46847,46848,2015,5,6,23,1,115,41,86,50,55,-3,26,1012,16,cv,0.89,0,0
3024,46848,46849,2015,5,7,0,1,126,44,78,45,59,-4,25,1012,16,SE,1.79,0,0
3025,46849,46850,2015,5,7,1,1,141,37,98,44,58,-2,30,1011,15,SE,3.58,0,0
3026,46850,46851,2015,5,7,2,1,153,34,56,31,35,-4,26,1011,15,SE,7.6,0,0
3027,46851,46852,2015,5,7,3,1,156,26,53,24,29,-1,37,1011,13,SE,10.73,0,0
3028,46852,46853,2015,5,7,4,1,158,26,55,25,30,1,46,1011,12,SE,12.52,0,0
3029,46853,46854,2015,5,7,5,1,164,34,69,23,32,2,57,1011,10,cv,0.89,0,0
3030,46854,46855,2015,5,7,6,1,174,32,97,52,35,3,57,1011,11,cv,1.78,0,0
3031,46855,46856,2015,5,7,7,1,186,49,67,37,53,4,54,1012,13,SE,1.79,0,0
3032,46856,46857,2015,5,7,8,1,195,77,72,42,64,4,44,1012,16,cv,0.89,0,0
3033,46857,46858,2015,5,7,9,1,186,70,78,45,48,2,34,1012,18,NW,1.79,0,0
3034,46858,46859,2015,5,7,10,1,186,79,81,48,70,2,30,1012,20,cv,1.79,0,0
3035,46859,46860,2015,5,7,11,1,198,73,74,52,63,1,24,1011,22,SE,1.79,0,0
3036,46860,46861,2015,5,7,12,1,206,74,79,45,57,-4,14,1010,25,NW,4.02,0,0
3038,46862,46863,2015,5,7,14,1,211,61,77,50,59,-5,11,1009,27,cv,3.13,0,0
3039,46863,46864,2015,5,7,15,1,221,54,66,49,56,-4,13,1008,26,SE,4.02,0,0
3041,46865,46866,2015,5,7,17,1,203,36,51,46,105,5,29,1009,24,SE,18.32,0,0
3042,46866,46867,2015,5,7,18,1,186,40,62,65,45,4,28,1009,23,SE,23.24,0,0
3043,46867,46868,2015,5,7,19,1,171,46,65,58,56,5,32,1010,22,SE,29.05,0,0
3044,46868,46869,2015,5,7,20,1,167,53,73,53,56,7,37,1011,22,SE,33.07,0,0
3045,46869,46870,2015,5,7,21,1,161,57,79,60,58,7,40,1011,21,SE,36.2,0,0
3046,46870,46871,2015,5,7,22,1,142,59,45,56,19,-2,24,1012,19,NE,4.92,0,0
3047,46871,46872,2015,5,7,23,1,117,31,41,18,19,-1,25,1012,19,NE,8.94,0,0
